Date,Open,High,Low,Close,Adj Close,Volume
1996-03-26,32.531250,32.293751,31.812500,31.875000,21.430683,5200
1996-03-27,31.875000,32.506248,31.375000,31.500000,21.178562,51600
1996-03-28,31.500000,33.118752,31.500000,32.637501,21.943340,47200
1996-03-29,32.637501,33.000000,31.875000,32.062500,21.556747,11200
1996-04-01,32.062500,32.000000,31.762501,32.000000,21.514725,6000
1996-04-02,32.000000,34.437500,32.237499,34.093750,22.922428,108400
1996-04-03,34.093750,35.500000,32.750000,35.075001,23.582157,108400
1996-04-04,35.075001,34.500000,34.068748,34.200001,22.993866,32000
1996-04-05,34.200001,34.200001,34.200001,34.200001,22.993866,0
1996-04-08,34.200001,35.625000,34.250000,34.950001,23.498116,60000
1996-04-09,34.950001,36.062500,35.018749,35.812500,24.078003,78800
1996-04-10,35.812500,35.012501,34.281250,34.674999,23.313217,31600
1996-04-11,34.674999,34.406250,33.875000,34.393749,23.124125,22400
1996-04-12,34.393749,34.343750,33.887501,34.156250,22.964451,21600
1996-04-15,34.156250,34.856251,33.762501,34.531250,23.216572,70800
1996-04-16,34.531250,35.750000,34.750000,35.681252,23.989759,150400
1996-04-17,35.681252,36.000000,35.375000,35.912498,24.145237,60800
1996-04-18,35.912498,37.500000,35.400002,36.743752,24.704115,134400
1996-04-19,36.743752,36.750000,35.625000,36.250000,24.372154,52800
1996-04-22,36.250000,36.674999,35.250000,35.318748,23.746029,130800
1996-04-23,35.318748,35.187500,34.062500,34.174999,22.977053,82000
1996-04-24,34.174999,36.243752,35.000000,36.156250,24.309118,76400
1996-04-25,36.156250,36.750000,35.131248,35.375000,23.783857,206400
1996-04-26,35.375000,35.937500,34.718750,35.375000,23.783857,35200
1996-04-29,35.375000,36.875000,35.000000,36.062500,24.246092,66000
1996-04-30,36.062500,36.250000,35.625000,36.174999,24.321724,50800
1996-05-01,36.174999,36.562500,35.625000,36.375000,24.456190,40400
1996-05-02,36.375000,36.387501,35.875000,36.281250,24.393158,27600
1996-05-03,36.281250,36.375000,35.937500,36.250000,24.372154,27200
1996-05-06,36.250000,36.375000,35.875000,36.250000,24.372154,127200
1996-05-07,36.250000,36.612499,35.718750,36.500000,24.540232,62800
1996-05-08,36.500000,36.843750,36.125000,36.387501,24.464592,143200
1996-05-09,36.387501,36.750000,36.125000,36.375000,24.456190,25600
1996-05-10,36.375000,35.606251,34.406250,35.400002,23.800669,30400
1996-05-13,35.400002,36.875000,34.937500,36.262501,24.380556,754000
1996-05-14,36.262501,36.250000,35.750000,35.849998,24.103210,32000
1996-05-15,35.849998,37.000000,35.437500,36.587502,24.599062,55200
1996-05-16,36.587502,38.500000,36.875000,38.450001,25.851292,557200
1996-05-17,38.450001,38.125000,37.068748,37.931252,25.502512,95200
1996-05-20,37.931252,37.500000,36.387501,36.462502,24.515017,40400
1996-05-21,36.462502,36.812500,35.750000,36.424999,24.489807,114000
1996-05-22,36.424999,36.868752,36.500000,36.718750,24.687307,23600
1996-05-23,36.718750,36.375000,35.787498,36.262501,24.380556,49600
1996-05-24,36.262501,38.125000,36.381248,37.243752,25.040287,100000
1996-05-27,37.243752,37.375000,36.250000,37.093750,24.939432,145200
1996-05-28,37.093750,38.750000,36.568748,37.625000,25.296602,108000
1996-05-29,37.625000,37.837502,36.906250,37.712502,25.355433,44000
1996-05-30,37.712502,38.750000,37.250000,37.325001,25.094912,15600
1996-05-31,37.325001,37.500000,37.312500,37.318748,25.090710,15200
1996-06-03,37.318748,38.125000,37.250000,37.750000,25.380651,52800
1996-06-04,37.750000,38.250000,37.562500,37.724998,25.363832,116400
1996-06-05,37.562500,38.250000,37.518749,38.075001,25.599161,63200
1996-06-06,38.750000,39.687500,38.287498,39.493752,26.553041,104400
1996-06-07,39.268749,39.500000,39.125000,39.356251,26.460594,98800
1996-06-10,39.375000,40.625000,39.343750,40.618752,27.309414,320400
1996-06-11,39.750000,39.875000,39.500000,39.762501,26.733727,75200
1996-06-12,40.625000,41.750000,40.375000,40.612499,27.305214,214400
1996-06-13,41.556252,41.843750,41.000000,41.437500,27.859890,418400
1996-06-14,42.125000,45.562500,41.625000,45.081249,30.309708,966000
1996-06-17,46.118752,49.375000,41.500000,44.093750,29.645777,540000
1996-06-18,44.000000,45.000000,43.375000,44.481251,29.906315,423200
1996-06-19,48.500000,48.750000,46.625000,46.868752,31.511499,1968800
1996-06-20,46.531250,46.875000,45.650002,46.106251,30.998856,1039200
1996-06-21,46.000000,46.250000,45.500000,45.587502,30.650070,559200
1996-06-24,46.218750,46.218750,44.562500,45.275002,30.439972,507200
1996-06-25,45.750000,45.750000,44.756248,45.062500,30.297106,542800
1996-06-26,44.375000,44.968750,43.875000,44.456249,29.889502,783600
1996-06-27,44.137501,45.500000,44.000000,44.518749,29.931519,1235200
1996-06-28,45.250000,45.500000,44.887501,44.981251,30.242474,292800
1996-07-01,44.500000,45.000000,44.381248,44.756248,30.091204,761200
1996-07-02,44.750000,45.218750,44.750000,44.962502,30.229870,917200
1996-07-03,44.500000,44.862499,44.000000,44.200001,29.717211,1634400
1996-07-04,43.781250,43.781250,42.562500,43.268749,29.091097,2666800
1996-07-05,43.750000,43.750000,43.125000,43.156250,29.015467,663600
1996-07-08,43.250000,43.606251,43.250000,43.424999,29.196152,131600
1996-07-09,43.156250,44.937500,42.750000,43.018749,28.923021,1322800
1996-07-10,43.743752,43.750000,42.818748,43.150002,29.011271,607200
1996-07-11,43.375000,43.625000,43.325001,43.562500,29.288597,692400
1996-07-12,43.593750,43.750000,43.281250,43.331249,29.133120,243200
1996-07-15,42.875000,43.625000,40.687500,42.000000,28.238077,1509200
1996-07-16,42.000000,42.500000,37.875000,39.018749,26.233679,2588400
1996-07-17,40.000000,40.625000,39.862499,40.131248,26.981647,183600
1996-07-18,40.612499,41.125000,40.000000,40.112499,26.969049,180400
1996-07-19,39.500000,40.500000,39.500000,40.068748,26.939632,100400
1996-07-22,40.631248,41.250000,40.062500,41.043751,27.595158,144800
1996-07-23,41.875000,44.718750,41.750000,43.331249,29.133120,550000
1996-07-24,40.031250,43.312500,40.031250,42.443748,28.536421,442800
1996-07-25,42.125000,42.875000,42.125000,42.474998,28.557432,194800
1996-07-26,42.500000,42.593750,41.881248,42.212502,28.380951,78800
1996-07-29,42.375000,43.062500,41.912498,42.037498,28.263292,72800
1996-07-30,41.512501,43.125000,41.256248,42.856251,28.813765,192800
1996-07-31,42.125000,43.125000,41.250000,42.768749,28.754940,181600
1996-08-01,43.750000,44.093750,42.299999,43.937500,29.540726,592400
1996-08-02,41.875000,44.125000,41.875000,43.962502,29.557533,414800
1996-08-05,44.250000,45.500000,44.112499,44.856251,30.158438,205600
1996-08-06,43.750000,46.250000,43.750000,45.343750,30.486197,458000
1996-08-07,44.375000,45.343750,44.375000,44.631248,30.007153,56400
1996-08-08,45.375000,45.625000,44.406250,44.531250,29.939924,51600
1996-08-09,44.062500,44.375000,43.750000,44.368752,29.830673,56800
1996-08-12,43.750000,44.162498,43.593750,43.831249,29.469296,49200
1996-08-13,43.750000,43.937500,43.375000,43.743752,29.410463,93600
1996-08-14,43.125000,43.743752,43.125000,43.650002,29.347431,44800
1996-08-15,43.650002,43.650002,43.650002,43.650002,29.347431,0
1996-08-16,43.562500,43.712502,43.200001,43.556252,29.284401,61600
1996-08-19,43.068748,43.243752,42.256248,42.424999,28.523819,74400
1996-08-20,42.250000,42.343750,41.375000,41.806252,28.107819,88400
1996-08-21,42.125000,42.625000,41.756248,42.493752,28.570034,47600
1996-08-22,42.381248,43.493752,42.381248,42.950001,28.876793,62400
1996-08-23,43.125000,43.875000,43.125000,43.599998,29.313812,323600
1996-08-26,43.618752,44.000000,43.343750,43.931252,29.536531,64400
1996-08-27,44.250000,44.375000,43.875000,44.037498,29.607954,116800
1996-08-28,44.450001,45.224998,44.099998,44.768749,30.099600,316800
1996-08-29,45.156250,45.500000,44.818748,45.000000,30.255075,199200
1996-08-30,44.875000,44.875000,44.375000,44.493752,29.914713,49200
1996-09-02,44.625000,44.750000,44.406250,44.518749,29.931519,25200
1996-09-03,44.875000,45.000000,43.750000,43.931252,29.536531,61600
1996-09-04,43.187500,44.343750,43.187500,44.281250,29.771847,68000
1996-09-05,44.625000,44.799999,44.062500,44.718750,30.065983,104000
1996-09-06,44.762501,44.762501,44.250000,44.306252,29.788645,15600
1996-09-09,44.068748,44.375000,44.068748,44.293751,29.780243,162800
1996-09-10,44.131248,44.687500,43.750000,44.412498,29.860086,238800
1996-09-11,44.006248,44.375000,43.912498,44.293751,29.780243,168000
1996-09-12,44.000000,44.218750,42.906250,43.599998,29.313812,261200
1996-09-13,43.437500,43.625000,43.325001,43.406250,29.183542,34800
1996-09-16,42.943748,43.150002,42.650002,42.724998,28.725513,70400
1996-09-17,43.187500,44.312500,42.825001,42.943748,28.872595,150000
1996-09-18,42.875000,43.500000,42.875000,42.987499,28.902002,122400
1996-09-19,42.787498,42.993752,42.756248,42.762501,28.750738,16800
1996-09-20,42.525002,42.750000,42.375000,42.606251,28.645679,39200
1996-09-23,42.093750,42.093750,40.656250,40.662498,27.338831,58400
1996-09-24,40.750000,41.500000,40.625000,40.950001,27.532127,114400
1996-09-25,41.250000,41.731251,41.250000,41.337502,27.792656,50800
1996-09-26,40.843750,41.193748,40.750000,40.825001,27.448086,52800
1996-09-27,40.625000,40.625000,39.662498,39.881248,26.813566,67200
1996-09-30,39.375000,40.250000,38.750000,39.718750,26.704317,69200
1996-10-01,39.375000,40.250000,39.162498,39.712502,26.700111,76000
1996-10-02,39.712502,39.712502,39.712502,39.712502,26.700111,0
1996-10-03,39.375000,40.000000,39.062500,39.456249,26.527826,68800
1996-10-04,39.212502,39.212502,37.875000,38.037498,25.573948,92400
1996-10-07,38.131248,38.131248,36.500000,37.493752,25.208368,300400
1996-10-08,36.887501,39.343750,36.887501,39.162498,26.330328,296400
1996-10-09,37.906250,39.375000,37.906250,39.150002,26.321920,279200
1996-10-10,39.312500,40.625000,39.137501,40.049999,26.927025,73200
1996-10-11,40.625000,42.500000,39.943748,40.412498,27.170752,120000
1996-10-14,39.687500,40.187500,39.631248,39.956249,26.863993,86000
1996-10-15,39.418751,40.625000,39.406250,40.400002,27.162338,221600
1996-10-16,40.250000,40.312500,39.750000,39.799999,26.758934,21600
1996-10-17,39.625000,40.000000,39.318748,39.950001,26.859787,48000
1996-10-18,39.881248,40.306252,39.881248,39.924999,26.842976,64400
1996-10-21,39.924999,39.924999,39.924999,39.924999,26.842976,0
1996-10-22,40.625000,40.806252,40.137501,40.443748,27.191750,72000
1996-10-23,41.218750,41.500000,40.875000,41.187500,27.691807,426000
1996-10-24,41.487499,41.500000,40.812500,41.181252,27.687605,992800
1996-10-25,41.093750,41.093750,39.750000,40.356251,27.132929,58400
1996-10-28,40.806252,40.906250,40.506248,40.687500,27.355635,64800
1996-10-29,40.125000,40.125000,38.968750,39.256248,26.393351,124000
1996-10-30,39.256248,39.256248,39.256248,39.256248,26.393351,0
1996-10-31,39.375000,39.812500,38.599998,39.681252,26.679096,112400
1996-11-01,41.231251,41.231251,39.500000,39.568748,26.603464,86400
1996-11-04,39.000000,39.343750,38.281250,38.737499,26.044582,46800
1996-11-05,39.362499,39.362499,38.437500,38.906250,26.158039,58800
1996-11-06,37.812500,39.125000,37.625000,38.968750,26.200062,61200
1996-11-07,39.125000,39.868752,39.000000,39.799999,26.758934,31600
1996-11-08,39.937500,40.625000,39.937500,40.212502,27.036276,39200
1996-11-11,40.131248,41.375000,40.131248,41.243752,27.729622,42800
1996-11-12,82.487503,82.487503,82.487503,82.487503,55.459244,0
1996-11-13,40.506248,40.937500,40.506248,40.656250,27.334625,17600
1996-11-14,40.743752,40.750000,40.125000,40.125000,26.977449,23200
1996-11-15,40.000000,40.118752,39.756248,40.000000,26.893402,21600
1996-11-18,40.062500,40.437500,39.993752,40.362499,27.137127,46800
1996-11-19,40.131248,40.462502,40.000000,40.237499,27.053080,473200
1996-11-20,39.875000,41.875000,39.743752,40.468750,27.208565,234800
1996-11-21,40.137501,40.437500,39.712502,39.718750,26.704317,101200
1996-11-22,39.656250,39.656250,37.187500,37.256248,25.048685,407600
1996-11-25,35.775002,36.750000,34.875000,35.806252,24.073805,452000
1996-11-26,35.875000,37.250000,35.875000,36.612499,24.615871,285600
1996-11-27,38.125000,38.125000,34.062500,34.881248,23.451895,273600
1996-11-28,34.375000,35.312500,34.375000,34.987499,23.523321,50800
1996-11-29,35.125000,35.724998,35.125000,35.674999,23.985550,58000
1996-12-02,35.750000,35.750000,34.762501,34.856251,23.435081,84400
1996-12-03,34.737499,34.737499,33.500000,34.275002,23.044291,205200
1996-12-04,32.125000,34.375000,31.906250,33.912498,22.800566,287200
1996-12-05,34.606251,36.268749,34.250000,36.143749,24.300714,329600
1996-12-06,37.049999,38.250000,36.750000,37.262501,25.052887,740800
1996-12-09,37.812500,38.312500,37.187500,37.743752,25.376450,288400
1996-12-10,37.562500,38.750000,37.500000,38.418751,25.830276,561600
1996-12-11,37.862499,39.343750,37.862499,39.268749,26.401756,276000
1996-12-12,39.000000,39.481251,38.500000,38.775002,26.069798,296400
1996-12-13,38.443748,38.875000,37.625000,38.706249,26.023569,244000
1996-12-16,40.000000,40.150002,39.381248,39.912498,26.834579,706800
1996-12-17,40.349998,40.806252,39.875000,40.387501,27.153934,486000
1996-12-18,40.750000,41.937500,40.625000,41.099998,27.632977,520400
1996-12-19,40.625000,41.375000,40.500000,41.174999,27.683399,178400
1996-12-20,41.593750,42.750000,41.512501,42.162498,28.347332,459600
1996-12-23,43.125000,43.125000,41.137501,41.887501,28.162434,264800
1996-12-24,42.106251,42.106251,40.250000,41.287498,27.759039,754400
1996-12-25,41.287498,41.287498,41.287498,41.287498,27.759039,0
1996-12-26,42.125000,42.187500,41.556252,41.943748,28.200260,51200
1996-12-27,41.943748,41.943748,41.943748,41.943748,28.200260,0
1996-12-30,41.943748,41.943748,41.943748,41.943748,28.200260,0
1996-12-31,41.837502,41.837502,40.006248,40.131248,26.981647,34800
1997-01-01,41.237499,41.875000,41.125000,41.599998,27.969145,103600
1997-01-02,41.875000,42.237499,40.631248,41.168751,27.679199,400800
1997-01-03,40.756248,42.743752,40.756248,42.312500,28.448181,487200
1997-01-06,42.750000,43.393749,42.631248,43.325001,29.128920,198400
1997-01-07,43.218750,44.500000,43.200001,44.162498,29.691996,311200
1997-01-08,44.531250,44.750000,43.643749,43.912498,29.523911,61600
1997-01-09,43.875000,44.000000,43.631248,43.787498,29.439873,44800
1997-01-10,44.062500,45.250000,44.000000,44.724998,30.070189,264400
1997-01-13,44.031250,44.662498,44.031250,44.625000,30.002956,324000
1997-01-14,44.843750,45.731251,44.750000,45.593750,30.654282,854800
1997-01-15,45.625000,45.868752,45.125000,45.650002,30.692108,258000
1997-01-16,46.612499,47.250000,42.625000,43.812500,29.456680,290400
1997-01-17,43.750000,44.681252,42.312500,43.256248,29.082691,815600
1997-01-20,45.099998,45.099998,42.193748,42.700001,28.708706,450400
1997-01-21,42.375000,44.000000,41.250000,43.724998,29.397858,1131200
1997-01-22,44.125000,44.125000,43.125000,43.437500,29.204554,17200
1997-01-23,43.437500,43.437500,43.437500,43.437500,29.204554,0
1997-01-24,43.125000,43.250000,42.718750,42.993752,28.906210,211200
1997-01-27,42.500000,45.406250,42.500000,44.812500,30.129019,1506400
1997-01-28,43.000000,45.875000,43.000000,45.668751,30.704710,226000
1997-01-29,45.756248,46.937500,45.000000,46.424999,31.213156,1350400
1997-01-30,45.618752,46.000000,45.000000,45.018749,30.267689,204400
1997-01-31,43.762501,45.625000,43.625000,45.362499,30.498800,169600
1997-02-03,44.625000,44.750000,44.250000,44.349998,29.818066,182800
1997-02-04,44.250000,44.968750,44.012501,44.493752,29.914713,272400
1997-02-05,44.562500,44.562500,43.200001,43.968750,29.561731,95200
1997-02-06,44.000000,44.375000,43.968750,44.349998,29.818066,50000
1997-02-07,44.375000,44.625000,44.131248,44.156250,29.687794,76800
1997-02-10,44.162498,44.375000,43.637501,43.849998,29.481890,34400
1997-02-11,43.931252,45.500000,43.924999,45.224998,30.406345,438800
1997-02-12,44.875000,45.650002,44.875000,45.625000,30.675293,86000
1997-02-13,45.387501,47.625000,45.387501,47.493752,31.931715,1463200
1997-02-14,47.250000,48.500000,47.250000,47.506248,31.940113,525200
1997-02-17,47.500000,47.750000,47.250000,47.518749,31.948523,282400
1997-02-18,47.493752,47.500000,46.406250,46.631248,31.351830,463200
1997-02-19,45.187500,46.750000,44.981251,46.493752,31.259390,1896400
1997-02-20,46.250000,46.456249,45.943748,46.037498,30.952623,39200
1997-02-21,45.912498,46.049999,45.137501,45.518749,30.603851,45600
1997-02-24,45.193748,45.618752,43.187500,43.812500,29.456680,160400
1997-02-25,43.500000,44.275002,43.493752,43.674999,29.364237,60000
1997-02-26,43.381248,43.756248,43.262501,43.756248,29.418867,24400
1997-02-27,44.062500,45.000000,44.062500,44.831249,30.141624,26800
1997-02-28,46.250000,47.500000,46.250000,46.531250,31.284590,43600
1997-03-03,47.000000,49.750000,45.875000,46.131248,31.015656,950400
1997-03-04,46.125000,46.250000,44.250000,45.093750,30.318111,134000
1997-03-05,48.125000,48.250000,45.625000,46.843750,31.494703,87200
1997-03-06,46.868752,48.062500,46.750000,47.118752,31.679596,1768000
1997-03-07,94.237503,94.237503,94.237503,94.237503,63.359192,0
1997-03-10,46.312500,46.312500,44.756248,45.437500,30.549227,57200
1997-03-11,44.843750,45.000000,43.193748,43.275002,29.095301,104000
1997-03-12,46.218750,46.218750,44.375000,44.643749,30.015554,860400
1997-03-13,44.512501,45.000000,44.512501,44.831249,30.141624,44400
1997-03-14,44.537498,45.187500,44.537498,45.187500,30.381149,12000
1997-03-17,45.006248,45.237499,44.625000,45.099998,30.322317,64400
1997-03-18,44.381248,45.625000,44.381248,45.331249,30.477798,317600
1997-03-19,45.625000,45.625000,44.875000,44.962502,30.229870,23600
1997-03-20,44.375000,45.062500,44.375000,45.062500,30.297106,34400
1997-03-21,44.937500,45.000000,44.650002,44.756248,30.091204,17200
1997-03-24,44.756248,44.756248,44.756248,44.756248,30.091204,0
1997-03-25,44.375000,44.875000,44.218750,44.406250,29.855883,30000
1997-03-26,44.656250,44.681252,43.750000,43.750000,29.414677,270800
1997-03-27,43.750000,44.118752,42.875000,42.993752,28.906210,77200
1997-03-28,42.993752,42.993752,42.993752,42.993752,28.906210,0
1997-03-31,40.000000,40.500000,39.000000,39.250000,26.389153,38800
1997-04-01,39.500000,40.906250,39.500000,40.700001,27.364044,23600
1997-04-02,42.125000,42.125000,41.506248,42.031250,28.259087,10000
1997-04-03,41.756248,42.481251,41.562500,41.768749,28.082605,711200
1997-04-04,41.250000,41.500000,41.000000,41.256248,27.738026,5389600
1997-04-07,40.750000,40.750000,39.375000,39.799999,26.758934,16400
1997-04-08,39.799999,39.799999,39.799999,39.799999,26.758934,0
1997-04-09,41.500000,41.500000,40.156250,40.518749,27.242174,812800
1997-04-10,40.474998,40.743752,40.012501,40.187500,27.019468,17200
1997-04-11,40.012501,40.743752,39.625000,39.625000,26.641283,14800
1997-04-14,79.250000,79.250000,79.250000,79.250000,53.282566,0
1997-04-15,39.937500,40.750000,39.937500,39.962502,26.868200,31200
1997-04-16,39.962502,39.962502,39.962502,39.962502,26.868200,0
1997-04-17,40.625000,40.743752,40.187500,40.187500,27.019468,12000
1997-04-18,40.187500,40.187500,40.187500,40.187500,27.019468,0
1997-04-21,40.875000,42.737499,40.812500,42.593750,28.637276,36000
1997-04-22,42.500000,43.375000,42.250000,43.231251,29.065887,54800
1997-04-23,43.375000,45.243752,43.256248,45.068748,30.301306,848000
1997-04-24,45.000000,45.125000,44.125000,44.656250,30.023975,240000
1997-04-25,43.875000,44.750000,43.750000,44.368752,29.830673,47600
1997-04-28,44.043751,44.712502,43.887501,44.375000,29.834881,164800
1997-04-29,45.481251,45.481251,43.875000,44.587502,29.977741,96000
1997-04-30,46.000000,47.062500,45.000000,47.031250,31.620764,1360000
1997-05-01,47.031250,47.031250,47.031250,47.031250,31.620764,0
1997-05-02,46.062500,47.500000,46.012501,47.200001,31.734219,346000
1997-05-05,48.375000,48.375000,45.750000,45.987499,30.919012,111200
1997-05-06,45.875000,46.875000,45.625000,46.506248,31.267788,629600
1997-05-07,46.875000,46.875000,44.625000,45.387501,30.515610,435200
1997-05-08,45.125000,45.531250,45.056252,45.368752,30.503010,334000
1997-05-09,45.506248,45.625000,44.381248,44.974998,30.238274,837600
1997-05-12,45.237499,45.500000,42.750000,43.231251,29.065887,233200
1997-05-13,43.125000,43.250000,42.125000,42.606251,28.645679,680400
1997-05-14,43.343750,45.000000,42.068748,43.906250,29.519714,286000
1997-05-15,43.906250,45.250000,43.750000,44.793751,30.116405,329200
1997-05-16,44.968750,45.093750,44.000000,44.631248,30.007153,39200
1997-05-19,43.750000,44.750000,43.750000,44.331249,29.805464,36400
1997-05-20,43.750000,43.875000,42.031250,42.356251,28.477600,60800
1997-05-21,43.125000,43.125000,42.468750,42.812500,28.784349,18000
1997-05-22,42.531250,43.062500,42.268749,42.312500,28.448181,27600
1997-05-23,42.375000,43.375000,42.250000,43.231251,29.065887,64800
1997-05-26,42.875000,43.000000,42.812500,43.000000,28.910414,9200
1997-05-27,43.125000,44.250000,42.875000,43.462502,29.221367,43200
1997-05-28,43.875000,43.875000,43.087502,43.137501,29.002851,42000
1997-05-29,42.693748,43.812500,42.437500,43.406250,29.183542,579600
1997-05-30,44.000000,44.375000,43.031250,43.931252,29.536531,135600
1997-06-02,43.750000,43.750000,43.125000,43.262501,29.086895,16400
1997-06-03,43.187500,43.875000,42.500000,42.593750,28.637276,474000
1997-06-04,43.500000,43.500000,42.000000,42.356251,28.477600,1332000
1997-06-05,43.093750,43.093750,42.250000,42.650002,28.675097,252800
1997-06-06,42.937500,42.937500,42.193748,42.362499,28.481791,207600
1997-06-09,42.006248,43.125000,41.875000,42.950001,28.876793,398800
1997-06-10,42.500000,44.968750,42.500000,44.556252,29.956734,391200
1997-06-11,45.375000,46.000000,44.881248,45.012501,30.263485,677200
1997-06-12,45.562500,46.750000,45.087502,46.325001,31.145929,318800
1997-06-13,46.468750,47.500000,45.906250,47.018749,31.612354,327200
1997-06-16,46.875000,49.750000,46.875000,49.387501,33.652283,2068800
1997-06-17,49.750000,52.750000,49.750000,51.993752,35.428150,1263200
1997-06-18,52.500000,53.375000,52.187500,52.868752,36.024368,2156000
1997-06-19,52.512501,52.750000,51.625000,52.275002,35.619804,1535200
1997-06-20,51.887501,52.312500,51.625000,51.793751,35.291882,611600
1997-06-23,51.437500,52.500000,50.875000,51.974998,35.415379,1105200
1997-06-24,52.062500,55.618752,51.750000,55.474998,37.800255,3492800
1997-06-25,56.825001,57.243752,54.750000,54.918751,37.421227,2091200
1997-06-26,55.125000,55.256248,54.400002,54.625000,37.221073,3193600
1997-06-27,54.500000,54.750000,53.987499,54.212502,36.939991,636800
1997-06-30,54.012501,55.150002,54.000000,54.575001,37.186996,876400
1997-07-01,54.875000,55.312500,54.437500,55.168751,37.591576,840800
1997-07-02,55.250000,55.500000,54.625000,54.724998,37.289204,610400
1997-07-03,54.312500,54.868752,54.262501,54.381248,37.054981,316000
1997-07-04,54.606251,54.606251,54.081249,54.400002,37.067764,322000
1997-07-07,54.606251,55.181252,54.312500,54.487499,37.127380,303600
1997-07-08,54.562500,55.125000,54.400002,54.849998,37.374386,1152400
1997-07-09,54.987499,56.237499,54.987499,55.906250,38.094109,1606800
